centre,left,right,sa
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_827.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_827.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_827.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_907.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_907.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_907.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_984.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_984.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_984.jpg,-0.4
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_052.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_052.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_052.jpg,-0.5500001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_123.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_123.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_123.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_192.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_192.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_192.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_266.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_266.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_266.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_337.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_337.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_337.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_406.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_406.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_406.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_474.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_474.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_474.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_553.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_553.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_553.jpg,-0.35
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_622.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_622.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_622.jpg,-0.5500001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_690.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_690.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_690.jpg,-0.7
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_766.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_766.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_766.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_837.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_837.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_837.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_914.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_914.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_914.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_10_988.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_10_988.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_10_988.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_063.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_063.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_063.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_136.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_136.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_136.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_211.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_211.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_211.jpg,-0.5000001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_291.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_291.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_291.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_366.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_366.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_366.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_447.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_447.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_447.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_525.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_525.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_525.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_603.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_603.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_603.jpg,-0.35
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_682.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_682.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_682.jpg,-0.5500001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_757.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_757.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_757.jpg,-0.7
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_834.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_834.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_834.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_915.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_915.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_915.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_11_984.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_11_984.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_11_984.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_066.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_066.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_066.jpg,-0.4
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_146.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_146.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_146.jpg,-0.6000001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_221.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_221.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_221.jpg,-0.8000001
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_303.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_303.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_303.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_371.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_371.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_371.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_451.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_451.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_451.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_518.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_518.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_518.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_600.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_600.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_600.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_667.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_667.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_667.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_750.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_750.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_750.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_819.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_819.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_819.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_887.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_887.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_887.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_12_968.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_12_968.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_12_968.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_037.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_037.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_037.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_116.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_116.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_116.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_185.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_185.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_185.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_265.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_348.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_348.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_348.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_416.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_416.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_416.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_498.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_498.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_498.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_574.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_574.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_574.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_655.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_655.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_655.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_728.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_728.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_728.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_803.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_803.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_803.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_880.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_880.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_880.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_13_961.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_13_961.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_13_961.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_039.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_039.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_039.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_119.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_119.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_119.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_198.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_198.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_198.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_272.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_272.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_272.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_352.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_352.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_352.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_420.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_420.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_420.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_500.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_500.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_500.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_583.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_583.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_583.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_663.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_663.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_663.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_746.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_746.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_746.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_815.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_815.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_815.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_882.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_882.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_882.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_14_949.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_14_949.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_14_949.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_028.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_028.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_028.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_103.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_103.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_103.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_177.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_177.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_177.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_251.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_251.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_251.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_320.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_320.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_320.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_400.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_400.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_400.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_475.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_475.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_475.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_549.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_549.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_549.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_620.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_620.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_620.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_693.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_693.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_693.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_765.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_765.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_765.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_836.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_836.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_836.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_15_912.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_15_912.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_15_912.jpg,0
